"","Species","Specimen","Site","variable","value"
"64","Hemidactylus mabuoia","12575","Westpunt","Diptera",0
"65","Hemidactylus mabuoia","12576","Westpunt","Diptera",0
"66","Hemidactylus mabuoia","12577","Westpunt","Diptera",0
"67","Phylodactylus","12582","Westpunt","Diptera",0.5
"68","Phylodactylus","12583","Westpunt","Diptera",0
"69","Phylodactylus","12584","Westpunt","Diptera",0
"70","Phylodactylus","12615","Westpunt","Diptera",0
"71","Phylodactylus","12618","Westpunt","Diptera",0
"72","Phylodactylus","12621","Westpunt","Diptera",0
"73","Phylodactylus","12622","Westpunt","Diptera",0
"74","Phylodactylus","12623","Westpunt","Diptera",0
"75","Hemidactylus mabuoia","12632","Westpunt","Diptera",0
"76","Hemidactylus mabuoia","12633","Westpunt","Diptera",0
"77","Hemidactylus mabuoia","12634","Westpunt","Diptera",0
"78","Phylodactylus","12636","Westpunt","Diptera",0
"79","Phylodactylus","12637","Westpunt","Diptera",0
"80","Phylodactylus","12638","Westpunt","Diptera",0
"81","Phylodactylus","12639","Westpunt","Diptera",0
"82","Phylodactylus","12640","Westpunt","Diptera",0
"83","Hemidactylus mabuoia","12674","Westpunt","Diptera",0
"84","Hemidactylus mabuoia","12676","Westpunt","Diptera",0
"85","Phylodactylus","MCB 1098","Westpunt","Diptera",0
"86","Phylodactylus","MCB 1099","Westpunt","Diptera",0
"87","Phylodactylus","MCB 1100","Westpunt","Diptera",1
"88","Phylodactylus","MCB 1101","Westpunt","Diptera",0
"89","Phylodactylus","MCB 1102","Westpunt","Diptera",0
"90","Phylodactylus","MCB 1103","Westpunt","Diptera",0
"91","Phylodactylus","MCB 1104","Westpunt","Diptera",0
"92","Phylodactylus","MCB 1105","Westpunt","Diptera",0
"93","Phylodactylus","MCB 1106","Westpunt","Diptera",0
"94","Phylodactylus","MCB 1107","Westpunt","Diptera",0
"95","Phylodactylus","MCB 1108","Westpunt","Diptera",0
"96","Phylodactylus","MCB 1109","Westpunt","Diptera",0.5
"97","Phylodactylus","MCB 1110","Westpunt","Diptera",0
"98","Phylodactylus","MCB 1111","Westpunt","Diptera",0
"99","Phylodactylus","MCB 1112","Westpunt","Diptera",0.5
"100","Phylodactylus","MCB 1113","Westpunt","Diptera",0
"101","Phylodactylus","MCB 1114","Westpunt","Diptera",0
"102","Phylodactylus","MCB 1115","Westpunt","Diptera",0
"103","Phylodactylus","MCB 1117","Westpunt","Diptera",0
"104","Phylodactylus","MCB 1118","Westpunt","Diptera",0
"105","Hemidactylus mabuoia","a1","Westpunt","Diptera",0
"106","Hemidactylus mabuoia","a2","Westpunt","Diptera",0
"107","Hemidactylus mabuoia","a3","Westpunt","Diptera",0
"108","Hemidactylus mabuoia","a4","Westpunt","Diptera",0
"109","Hemidactylus mabuoia","a5","Westpunt","Diptera",0
"110","Hemidactylus mabuoia","a6","Westpunt","Diptera",0
"111","Hemidactylus mabuoia","a7","Westpunt","Diptera",0
"112","Hemidactylus mabuoia","a8","Westpunt","Diptera",0
"113","Hemidactylus mabuoia","a9","Westpunt","Diptera",0
"114","Hemidactylus mabuoia","a10","Westpunt","Diptera",0
"115","Hemidactylus mabuoia","a11","Westpunt","Diptera",0
"116","Hemidactylus mabuoia","a12","Westpunt","Diptera",0
"117","Hemidactylus mabuoia","a13","Westpunt","Diptera",0
"118","Hemidactylus mabuoia","a14","Westpunt","Diptera",0
"119","Hemidactylus mabuoia","a15","Westpunt","Diptera",0
"120","Hemidactylus mabuoia","a16","Westpunt","Diptera",0
"172","Hemidactylus mabuoia","12506","Westpunt","Lepidoptera",0
"173","Hemidactylus mabuoia","12507","Westpunt","Lepidoptera",0
"174","Hemidactylus mabuoia","12508","Westpunt","Lepidoptera",0
"175","Hemidactylus mabuoia","12509","Westpunt","Lepidoptera",0
"176","Hemidactylus mabuoia","12510","Westpunt","Lepidoptera",1
"177","Phylodactylus","12513","Westpunt","Lepidoptera",0
"178","Phylodactylus","12514","Westpunt","Lepidoptera",1
"179","Phylodactylus","12515","Westpunt","Lepidoptera",0.5
"180","Phylodactylus","12516","Westpunt","Lepidoptera",0
"181","Phylodactylus","12517","Westpunt","Lepidoptera",0
"182","Phylodactylus","12518","Westpunt","Lepidoptera",0
"183","Phylodactylus","12520","Westpunt","Lepidoptera",0
"184","Phylodactylus","12521","Westpunt","Lepidoptera",0
"185","Phylodactylus","12522","Westpunt","Lepidoptera",0
"186","Phylodactylus","12524","Westpunt","Lepidoptera",1
"187","Phylodactylus","12525","Westpunt","Lepidoptera",0.5
"188","Hemidactylus mabuoia","12540","Westpunt","Lepidoptera",0.5
"189","Phylodactylus","12541","Westpunt","Lepidoptera",0
"190","Phylodactylus","12543","Westpunt","Lepidoptera",0
"191","Phylodactylus","12544","Westpunt","Lepidoptera",0
"192","Phylodactylus","12547","Westpunt","Lepidoptera",0
"193","Phylodactylus","12551","Westpunt","Lepidoptera",0
"194","Hemidactylus mabuoia","12552","Westpunt","Lepidoptera",0
"195","Hemidactylus mabuoia","12575","Westpunt","Lepidoptera",0
"196","Hemidactylus mabuoia","12576","Westpunt","Lepidoptera",0
"197","Hemidactylus mabuoia","12577","Westpunt","Lepidoptera",0
"198","Phylodactylus","12582","Westpunt","Lepidoptera",0
"199","Phylodactylus","12583","Westpunt","Lepidoptera",0
"200","Phylodactylus","12584","Westpunt","Lepidoptera",0
"201","Phylodactylus","12615","Westpunt","Lepidoptera",0
"202","Phylodactylus","12618","Westpunt","Lepidoptera",0
"203","Phylodactylus","12621","Westpunt","Lepidoptera",0
"204","Phylodactylus","12622","Westpunt","Lepidoptera",0
"205","Phylodactylus","12623","Westpunt","Lepidoptera",0
"206","Hemidactylus mabuoia","12632","Westpunt","Lepidoptera",0
"207","Hemidactylus mabuoia","12633","Westpunt","Lepidoptera",0
"208","Hemidactylus mabuoia","12634","Westpunt","Lepidoptera",0
"209","Phylodactylus","12636","Westpunt","Lepidoptera",0
"210","Phylodactylus","12637","Westpunt","Lepidoptera",0.333333333
"211","Phylodactylus","12638","Westpunt","Lepidoptera",0
"212","Phylodactylus","12639","Westpunt","Lepidoptera",0
"213","Phylodactylus","12640","Westpunt","Lepidoptera",0
"214","Hemidactylus mabuoia","12674","Westpunt","Lepidoptera",0
"215","Hemidactylus mabuoia","12676","Westpunt","Lepidoptera",0
"216","Phylodactylus","MCB 1098","Westpunt","Lepidoptera",0
"217","Phylodactylus","MCB 1099","Westpunt","Lepidoptera",0
"218","Phylodactylus","MCB 1100","Westpunt","Lepidoptera",0
"219","Phylodactylus","MCB 1101","Westpunt","Lepidoptera",0
"220","Phylodactylus","MCB 1102","Westpunt","Lepidoptera",0
"221","Phylodactylus","MCB 1103","Westpunt","Lepidoptera",0
"222","Phylodactylus","MCB 1104","Westpunt","Lepidoptera",0
"223","Phylodactylus","MCB 1105","Westpunt","Lepidoptera",0
"224","Phylodactylus","MCB 1106","Westpunt","Lepidoptera",0
"225","Phylodactylus","MCB 1107","Westpunt","Lepidoptera",0
"226","Phylodactylus","MCB 1108","Westpunt","Lepidoptera",0
"227","Phylodactylus","MCB 1109","Westpunt","Lepidoptera",0
"228","Phylodactylus","MCB 1110","Westpunt","Lepidoptera",0
"229","Phylodactylus","MCB 1111","Westpunt","Lepidoptera",0.5
"230","Phylodactylus","MCB 1112","Westpunt","Lepidoptera",0
"231","Phylodactylus","MCB 1113","Westpunt","Lepidoptera",0
"232","Phylodactylus","MCB 1114","Westpunt","Lepidoptera",0
"233","Phylodactylus","MCB 1115","Westpunt","Lepidoptera",0
"234","Phylodactylus","MCB 1117","Westpunt","Lepidoptera",0
"235","Phylodactylus","MCB 1118","Westpunt","Lepidoptera",0
"236","Hemidactylus mabuoia","a1","Westpunt","Lepidoptera",0
"237","Hemidactylus mabuoia","a2","Westpunt","Lepidoptera",0
"238","Hemidactylus mabuoia","a3","Westpunt","Lepidoptera",0
"239","Hemidactylus mabuoia","a4","Westpunt","Lepidoptera",0
"240","Hemidactylus mabuoia","a5","Westpunt","Lepidoptera",0
"241","Hemidactylus mabuoia","a6","Westpunt","Lepidoptera",0
"242","Hemidactylus mabuoia","a7","Westpunt","Lepidoptera",0
"243","Hemidactylus mabuoia","a8","Westpunt","Lepidoptera",0
"244","Hemidactylus mabuoia","a9","Westpunt","Lepidoptera",1
"245","Hemidactylus mabuoia","a10","Westpunt","Lepidoptera",0
"246","Hemidactylus mabuoia","a11","Westpunt","Lepidoptera",0
"247","Hemidactylus mabuoia","a12","Westpunt","Lepidoptera",0
"248","Hemidactylus mabuoia","a13","Westpunt","Lepidoptera",0
"249","Hemidactylus mabuoia","a14","Westpunt","Lepidoptera",0
"250","Hemidactylus mabuoia","a15","Westpunt","Lepidoptera",0
"251","Hemidactylus mabuoia","a16","Westpunt","Lepidoptera",0
"303","Hemidactylus mabuoia","12506","Westpunt","Coleoptera",0
"304","Hemidactylus mabuoia","12507","Westpunt","Coleoptera",1
"305","Hemidactylus mabuoia","12508","Westpunt","Coleoptera",0
"306","Hemidactylus mabuoia","12509","Westpunt","Coleoptera",0
"307","Hemidactylus mabuoia","12510","Westpunt","Coleoptera",0
"308","Phylodactylus","12513","Westpunt","Coleoptera",0
"309","Phylodactylus","12514","Westpunt","Coleoptera",0
"310","Phylodactylus","12515","Westpunt","Coleoptera",0.5
"311","Phylodactylus","12516","Westpunt","Coleoptera",1
"312","Phylodactylus","12517","Westpunt","Coleoptera",0
"313","Phylodactylus","12518","Westpunt","Coleoptera",0
"314","Phylodactylus","12520","Westpunt","Coleoptera",0.5
"315","Phylodactylus","12521","Westpunt","Coleoptera",1
"316","Phylodactylus","12522","Westpunt","Coleoptera",0
"317","Phylodactylus","12524","Westpunt","Coleoptera",0
"318","Phylodactylus","12525","Westpunt","Coleoptera",0
"319","Hemidactylus mabuoia","12540","Westpunt","Coleoptera",0
"320","Phylodactylus","12541","Westpunt","Coleoptera",0
"321","Phylodactylus","12543","Westpunt","Coleoptera",0.5
"322","Phylodactylus","12544","Westpunt","Coleoptera",0
"323","Phylodactylus","12547","Westpunt","Coleoptera",0
"324","Phylodactylus","12551","Westpunt","Coleoptera",0.5
"325","Hemidactylus mabuoia","12552","Westpunt","Coleoptera",0
"326","Hemidactylus mabuoia","12575","Westpunt","Coleoptera",0
"327","Hemidactylus mabuoia","12576","Westpunt","Coleoptera",0
"328","Hemidactylus mabuoia","12577","Westpunt","Coleoptera",0
"329","Phylodactylus","12582","Westpunt","Coleoptera",0.5
"330","Phylodactylus","12583","Westpunt","Coleoptera",0
"331","Phylodactylus","12584","Westpunt","Coleoptera",0
"332","Phylodactylus","12615","Westpunt","Coleoptera",0
"333","Phylodactylus","12618","Westpunt","Coleoptera",0
"334","Phylodactylus","12621","Westpunt","Coleoptera",0
"335","Phylodactylus","12622","Westpunt","Coleoptera",0
"336","Phylodactylus","12623","Westpunt","Coleoptera",0
"337","Hemidactylus mabuoia","12632","Westpunt","Coleoptera",0
"338","Hemidactylus mabuoia","12633","Westpunt","Coleoptera",0
"339","Hemidactylus mabuoia","12634","Westpunt","Coleoptera",0
"340","Phylodactylus","12636","Westpunt","Coleoptera",1
"341","Phylodactylus","12637","Westpunt","Coleoptera",0.333333333
"342","Phylodactylus","12638","Westpunt","Coleoptera",0
"343","Phylodactylus","12639","Westpunt","Coleoptera",0
"344","Phylodactylus","12640","Westpunt","Coleoptera",0
"345","Hemidactylus mabuoia","12674","Westpunt","Coleoptera",0
"346","Hemidactylus mabuoia","12676","Westpunt","Coleoptera",0
"347","Phylodactylus","MCB 1098","Westpunt","Coleoptera",0.833333333
"348","Phylodactylus","MCB 1099","Westpunt","Coleoptera",0.5
"349","Phylodactylus","MCB 1100","Westpunt","Coleoptera",0
"350","Phylodactylus","MCB 1101","Westpunt","Coleoptera",1
"351","Phylodactylus","MCB 1102","Westpunt","Coleoptera",0
"352","Phylodactylus","MCB 1103","Westpunt","Coleoptera",1
"353","Phylodactylus","MCB 1104","Westpunt","Coleoptera",0
"354","Phylodactylus","MCB 1105","Westpunt","Coleoptera",0.5
"355","Phylodactylus","MCB 1106","Westpunt","Coleoptera",0.5
"356","Phylodactylus","MCB 1107","Westpunt","Coleoptera",0
"357","Phylodactylus","MCB 1108","Westpunt","Coleoptera",1
"358","Phylodactylus","MCB 1109","Westpunt","Coleoptera",0.5
"359","Phylodactylus","MCB 1110","Westpunt","Coleoptera",0
"360","Phylodactylus","MCB 1111","Westpunt","Coleoptera",0.5
"361","Phylodactylus","MCB 1112","Westpunt","Coleoptera",0.5
"362","Phylodactylus","MCB 1113","Westpunt","Coleoptera",1
"363","Phylodactylus","MCB 1114","Westpunt","Coleoptera",0
"364","Phylodactylus","MCB 1115","Westpunt","Coleoptera",0
"365","Phylodactylus","MCB 1117","Westpunt","Coleoptera",0
"366","Phylodactylus","MCB 1118","Westpunt","Coleoptera",0
"367","Hemidactylus mabuoia","a1","Westpunt","Coleoptera",1
"368","Hemidactylus mabuoia","a2","Westpunt","Coleoptera",0
"369","Hemidactylus mabuoia","a3","Westpunt","Coleoptera",0
"370","Hemidactylus mabuoia","a4","Westpunt","Coleoptera",0
"371","Hemidactylus mabuoia","a5","Westpunt","Coleoptera",1
"372","Hemidactylus mabuoia","a6","Westpunt","Coleoptera",0
"373","Hemidactylus mabuoia","a7","Westpunt","Coleoptera",0.5
"374","Hemidactylus mabuoia","a8","Westpunt","Coleoptera",0
"375","Hemidactylus mabuoia","a9","Westpunt","Coleoptera",0
"376","Hemidactylus mabuoia","a10","Westpunt","Coleoptera",0
"377","Hemidactylus mabuoia","a11","Westpunt","Coleoptera",0
"378","Hemidactylus mabuoia","a12","Westpunt","Coleoptera",0
"379","Hemidactylus mabuoia","a13","Westpunt","Coleoptera",1
"380","Hemidactylus mabuoia","a14","Westpunt","Coleoptera",0
"381","Hemidactylus mabuoia","a15","Westpunt","Coleoptera",0
"382","Hemidactylus mabuoia","a16","Westpunt","Coleoptera",0
"434","Hemidactylus mabuoia","12506","Westpunt","Archnid_scorp",0
"435","Hemidactylus mabuoia","12507","Westpunt","Archnid_scorp",0
"436","Hemidactylus mabuoia","12508","Westpunt","Archnid_scorp",0
"437","Hemidactylus mabuoia","12509","Westpunt","Archnid_scorp",0
"438","Hemidactylus mabuoia","12510","Westpunt","Archnid_scorp",0
"439","Phylodactylus","12513","Westpunt","Archnid_scorp",0
"440","Phylodactylus","12514","Westpunt","Archnid_scorp",0
"441","Phylodactylus","12515","Westpunt","Archnid_scorp",0
"442","Phylodactylus","12516","Westpunt","Archnid_scorp",0
"443","Phylodactylus","12517","Westpunt","Archnid_scorp",1
"444","Phylodactylus","12518","Westpunt","Archnid_scorp",0
"445","Phylodactylus","12520","Westpunt","Archnid_scorp",0.5
"446","Phylodactylus","12521","Westpunt","Archnid_scorp",0
"447","Phylodactylus","12522","Westpunt","Archnid_scorp",0
"448","Phylodactylus","12524","Westpunt","Archnid_scorp",0
"449","Phylodactylus","12525","Westpunt","Archnid_scorp",0
"450","Hemidactylus mabuoia","12540","Westpunt","Archnid_scorp",0
"451","Phylodactylus","12541","Westpunt","Archnid_scorp",0
"452","Phylodactylus","12543","Westpunt","Archnid_scorp",0
"453","Phylodactylus","12544","Westpunt","Archnid_scorp",0
"454","Phylodactylus","12547","Westpunt","Archnid_scorp",0
"455","Phylodactylus","12551","Westpunt","Archnid_scorp",0
"456","Hemidactylus mabuoia","12552","Westpunt","Archnid_scorp",0
"457","Hemidactylus mabuoia","12575","Westpunt","Archnid_scorp",0
"458","Hemidactylus mabuoia","12576","Westpunt","Archnid_scorp",0
"459","Hemidactylus mabuoia","12577","Westpunt","Archnid_scorp",0
"460","Phylodactylus","12582","Westpunt","Archnid_scorp",0
"461","Phylodactylus","12583","Westpunt","Archnid_scorp",0
"462","Phylodactylus","12584","Westpunt","Archnid_scorp",0
"463","Phylodactylus","12615","Westpunt","Archnid_scorp",0
"464","Phylodactylus","12618","Westpunt","Archnid_scorp",0
"465","Phylodactylus","12621","Westpunt","Archnid_scorp",0
"466","Phylodactylus","12622","Westpunt","Archnid_scorp",0
"467","Phylodactylus","12623","Westpunt","Archnid_scorp",0
"468","Hemidactylus mabuoia","12632","Westpunt","Archnid_scorp",0
"469","Hemidactylus mabuoia","12633","Westpunt","Archnid_scorp",0
"470","Hemidactylus mabuoia","12634","Westpunt","Archnid_scorp",0
"471","Phylodactylus","12636","Westpunt","Archnid_scorp",0
"472","Phylodactylus","12637","Westpunt","Archnid_scorp",0
"473","Phylodactylus","12638","Westpunt","Archnid_scorp",0
"474","Phylodactylus","12639","Westpunt","Archnid_scorp",0
"475","Phylodactylus","12640","Westpunt","Archnid_scorp",0
"476","Hemidactylus mabuoia","12674","Westpunt","Archnid_scorp",0
"477","Hemidactylus mabuoia","12676","Westpunt","Archnid_scorp",0
"478","Phylodactylus","MCB 1098","Westpunt","Archnid_scorp",0
"479","Phylodactylus","MCB 1099","Westpunt","Archnid_scorp",0
"480","Phylodactylus","MCB 1100","Westpunt","Archnid_scorp",0
"481","Phylodactylus","MCB 1101","Westpunt","Archnid_scorp",0
"482","Phylodactylus","MCB 1102","Westpunt","Archnid_scorp",0
"483","Phylodactylus","MCB 1103","Westpunt","Archnid_scorp",0
"484","Phylodactylus","MCB 1104","Westpunt","Archnid_scorp",0
"485","Phylodactylus","MCB 1105","Westpunt","Archnid_scorp",0
"486","Phylodactylus","MCB 1106","Westpunt","Archnid_scorp",0
"487","Phylodactylus","MCB 1107","Westpunt","Archnid_scorp",0
"488","Phylodactylus","MCB 1108","Westpunt","Archnid_scorp",0
"489","Phylodactylus","MCB 1109","Westpunt","Archnid_scorp",0
"490","Phylodactylus","MCB 1110","Westpunt","Archnid_scorp",0
"491","Phylodactylus","MCB 1111","Westpunt","Archnid_scorp",0
"492","Phylodactylus","MCB 1112","Westpunt","Archnid_scorp",0
"493","Phylodactylus","MCB 1113","Westpunt","Archnid_scorp",0
"494","Phylodactylus","MCB 1114","Westpunt","Archnid_scorp",0.666666667
"495","Phylodactylus","MCB 1115","Westpunt","Archnid_scorp",0
"496","Phylodactylus","MCB 1117","Westpunt","Archnid_scorp",0
"497","Phylodactylus","MCB 1118","Westpunt","Archnid_scorp",0
"498","Hemidactylus mabuoia","a1","Westpunt","Archnid_scorp",0
"499","Hemidactylus mabuoia","a2","Westpunt","Archnid_scorp",0
"500","Hemidactylus mabuoia","a3","Westpunt","Archnid_scorp",0
"501","Hemidactylus mabuoia","a4","Westpunt","Archnid_scorp",0
"502","Hemidactylus mabuoia","a5","Westpunt","Archnid_scorp",0
"503","Hemidactylus mabuoia","a6","Westpunt","Archnid_scorp",0
"504","Hemidactylus mabuoia","a7","Westpunt","Archnid_scorp",0
"505","Hemidactylus mabuoia","a8","Westpunt","Archnid_scorp",0
"506","Hemidactylus mabuoia","a9","Westpunt","Archnid_scorp",0
"507","Hemidactylus mabuoia","a10","Westpunt","Archnid_scorp",0
"508","Hemidactylus mabuoia","a11","Westpunt","Archnid_scorp",0
"509","Hemidactylus mabuoia","a12","Westpunt","Archnid_scorp",0
"510","Hemidactylus mabuoia","a13","Westpunt","Archnid_scorp",0
"511","Hemidactylus mabuoia","a14","Westpunt","Archnid_scorp",0
"512","Hemidactylus mabuoia","a15","Westpunt","Archnid_scorp",0
"513","Hemidactylus mabuoia","a16","Westpunt","Archnid_scorp",0
"565","Hemidactylus mabuoia","12506","Westpunt","Archnid_spider",0.666666667
"566","Hemidactylus mabuoia","12507","Westpunt","Archnid_spider",0
"567","Hemidactylus mabuoia","12508","Westpunt","Archnid_spider",0
"568","Hemidactylus mabuoia","12509","Westpunt","Archnid_spider",0
"569","Hemidactylus mabuoia","12510","Westpunt","Archnid_spider",0
"570","Phylodactylus","12513","Westpunt","Archnid_spider",0
"571","Phylodactylus","12514","Westpunt","Archnid_spider",0
"572","Phylodactylus","12515","Westpunt","Archnid_spider",0
"573","Phylodactylus","12516","Westpunt","Archnid_spider",0
"574","Phylodactylus","12517","Westpunt","Archnid_spider",0
"575","Phylodactylus","12518","Westpunt","Archnid_spider",0
"576","Phylodactylus","12520","Westpunt","Archnid_spider",0
"577","Phylodactylus","12521","Westpunt","Archnid_spider",0
"578","Phylodactylus","12522","Westpunt","Archnid_spider",0
"579","Phylodactylus","12524","Westpunt","Archnid_spider",0
"580","Phylodactylus","12525","Westpunt","Archnid_spider",0
"581","Hemidactylus mabuoia","12540","Westpunt","Archnid_spider",0
"582","Phylodactylus","12541","Westpunt","Archnid_spider",0
"583","Phylodactylus","12543","Westpunt","Archnid_spider",0.5
"584","Phylodactylus","12544","Westpunt","Archnid_spider",0
"585","Phylodactylus","12547","Westpunt","Archnid_spider",0
"586","Phylodactylus","12551","Westpunt","Archnid_spider",0
"587","Hemidactylus mabuoia","12552","Westpunt","Archnid_spider",0
"588","Hemidactylus mabuoia","12575","Westpunt","Archnid_spider",0
"589","Hemidactylus mabuoia","12576","Westpunt","Archnid_spider",0
"590","Hemidactylus mabuoia","12577","Westpunt","Archnid_spider",0
"591","Phylodactylus","12582","Westpunt","Archnid_spider",0
"592","Phylodactylus","12583","Westpunt","Archnid_spider",0
"593","Phylodactylus","12584","Westpunt","Archnid_spider",1
"594","Phylodactylus","12615","Westpunt","Archnid_spider",0
"595","Phylodactylus","12618","Westpunt","Archnid_spider",0
"596","Phylodactylus","12621","Westpunt","Archnid_spider",0
"597","Phylodactylus","12622","Westpunt","Archnid_spider",0
"598","Phylodactylus","12623","Westpunt","Archnid_spider",0
"599","Hemidactylus mabuoia","12632","Westpunt","Archnid_spider",0
"600","Hemidactylus mabuoia","12633","Westpunt","Archnid_spider",0
"601","Hemidactylus mabuoia","12634","Westpunt","Archnid_spider",0
"602","Phylodactylus","12636","Westpunt","Archnid_spider",0
"603","Phylodactylus","12637","Westpunt","Archnid_spider",0
"604","Phylodactylus","12638","Westpunt","Archnid_spider",0
"605","Phylodactylus","12639","Westpunt","Archnid_spider",0
"606","Phylodactylus","12640","Westpunt","Archnid_spider",0.5
"607","Hemidactylus mabuoia","12674","Westpunt","Archnid_spider",0
"608","Hemidactylus mabuoia","12676","Westpunt","Archnid_spider",0
"609","Phylodactylus","MCB 1098","Westpunt","Archnid_spider",0
"610","Phylodactylus","MCB 1099","Westpunt","Archnid_spider",0
"611","Phylodactylus","MCB 1100","Westpunt","Archnid_spider",0
"612","Phylodactylus","MCB 1101","Westpunt","Archnid_spider",0
"613","Phylodactylus","MCB 1102","Westpunt","Archnid_spider",0
"614","Phylodactylus","MCB 1103","Westpunt","Archnid_spider",0
"615","Phylodactylus","MCB 1104","Westpunt","Archnid_spider",0
"616","Phylodactylus","MCB 1105","Westpunt","Archnid_spider",0
"617","Phylodactylus","MCB 1106","Westpunt","Archnid_spider",0
"618","Phylodactylus","MCB 1107","Westpunt","Archnid_spider",1
"619","Phylodactylus","MCB 1108","Westpunt","Archnid_spider",0
"620","Phylodactylus","MCB 1109","Westpunt","Archnid_spider",0
"621","Phylodactylus","MCB 1110","Westpunt","Archnid_spider",1
"622","Phylodactylus","MCB 1111","Westpunt","Archnid_spider",0
"623","Phylodactylus","MCB 1112","Westpunt","Archnid_spider",0
"624","Phylodactylus","MCB 1113","Westpunt","Archnid_spider",0
"625","Phylodactylus","MCB 1114","Westpunt","Archnid_spider",0.333333333
"626","Phylodactylus","MCB 1115","Westpunt","Archnid_spider",0
"627","Phylodactylus","MCB 1117","Westpunt","Archnid_spider",0
"628","Phylodactylus","MCB 1118","Westpunt","Archnid_spider",1
"629","Hemidactylus mabuoia","a1","Westpunt","Archnid_spider",0
"630","Hemidactylus mabuoia","a2","Westpunt","Archnid_spider",0
"631","Hemidactylus mabuoia","a3","Westpunt","Archnid_spider",0
"632","Hemidactylus mabuoia","a4","Westpunt","Archnid_spider",0
"633","Hemidactylus mabuoia","a5","Westpunt","Archnid_spider",0
"634","Hemidactylus mabuoia","a6","Westpunt","Archnid_spider",0
"635","Hemidactylus mabuoia","a7","Westpunt","Archnid_spider",0
"636","Hemidactylus mabuoia","a8","Westpunt","Archnid_spider",0
"637","Hemidactylus mabuoia","a9","Westpunt","Archnid_spider",0
"638","Hemidactylus mabuoia","a10","Westpunt","Archnid_spider",1
"639","Hemidactylus mabuoia","a11","Westpunt","Archnid_spider",1
"640","Hemidactylus mabuoia","a12","Westpunt","Archnid_spider",0
"641","Hemidactylus mabuoia","a13","Westpunt","Archnid_spider",0
"642","Hemidactylus mabuoia","a14","Westpunt","Archnid_spider",0
"643","Hemidactylus mabuoia","a15","Westpunt","Archnid_spider",0
"644","Hemidactylus mabuoia","a16","Westpunt","Archnid_spider",0
"696","Hemidactylus mabuoia","12506","Westpunt","Other",0
"697","Hemidactylus mabuoia","12507","Westpunt","Other",0
"698","Hemidactylus mabuoia","12508","Westpunt","Other",0
"699","Hemidactylus mabuoia","12509","Westpunt","Other",0
"700","Hemidactylus mabuoia","12510","Westpunt","Other",0
"701","Phylodactylus","12513","Westpunt","Other",0
"702","Phylodactylus","12514","Westpunt","Other",0
"703","Phylodactylus","12515","Westpunt","Other",0
"704","Phylodactylus","12516","Westpunt","Other",0
"705","Phylodactylus","12517","Westpunt","Other",0
"706","Phylodactylus","12518","Westpunt","Other",1
"707","Phylodactylus","12520","Westpunt","Other",0
"708","Phylodactylus","12521","Westpunt","Other",0
"709","Phylodactylus","12522","Westpunt","Other",0
"710","Phylodactylus","12524","Westpunt","Other",0
"711","Phylodactylus","12525","Westpunt","Other",0
"712","Hemidactylus mabuoia","12540","Westpunt","Other",0
"713","Phylodactylus","12541","Westpunt","Other",0
"714","Phylodactylus","12543","Westpunt","Other",0
"715","Phylodactylus","12544","Westpunt","Other",0
"716","Phylodactylus","12547","Westpunt","Other",0
"717","Phylodactylus","12551","Westpunt","Other",0
"718","Hemidactylus mabuoia","12552","Westpunt","Other",0
"719","Hemidactylus mabuoia","12575","Westpunt","Other",0
"720","Hemidactylus mabuoia","12576","Westpunt","Other",0
"721","Hemidactylus mabuoia","12577","Westpunt","Other",0
"722","Phylodactylus","12582","Westpunt","Other",0
"723","Phylodactylus","12583","Westpunt","Other",0
"724","Phylodactylus","12584","Westpunt","Other",0
"725","Phylodactylus","12615","Westpunt","Other",1
"726","Phylodactylus","12618","Westpunt","Other",0
"727","Phylodactylus","12621","Westpunt","Other",1
"728","Phylodactylus","12622","Westpunt","Other",1
"729","Phylodactylus","12623","Westpunt","Other",1
"730","Hemidactylus mabuoia","12632","Westpunt","Other",0
"731","Hemidactylus mabuoia","12633","Westpunt","Other",0
"732","Hemidactylus mabuoia","12634","Westpunt","Other",1
"733","Phylodactylus","12636","Westpunt","Other",0
"734","Phylodactylus","12637","Westpunt","Other",0
"735","Phylodactylus","12638","Westpunt","Other",0
"736","Phylodactylus","12639","Westpunt","Other",1
"737","Phylodactylus","12640","Westpunt","Other",0
"738","Hemidactylus mabuoia","12674","Westpunt","Other",0
"739","Hemidactylus mabuoia","12676","Westpunt","Other",0
"740","Phylodactylus","MCB 1098","Westpunt","Other",0
"741","Phylodactylus","MCB 1099","Westpunt","Other",0
"742","Phylodactylus","MCB 1100","Westpunt","Other",0
"743","Phylodactylus","MCB 1101","Westpunt","Other",0
"744","Phylodactylus","MCB 1102","Westpunt","Other",0
"745","Phylodactylus","MCB 1103","Westpunt","Other",0
"746","Phylodactylus","MCB 1104","Westpunt","Other",0
"747","Phylodactylus","MCB 1105","Westpunt","Other",0.5
"748","Phylodactylus","MCB 1106","Westpunt","Other",0
"749","Phylodactylus","MCB 1107","Westpunt","Other",0
"750","Phylodactylus","MCB 1108","Westpunt","Other",0
"751","Phylodactylus","MCB 1109","Westpunt","Other",0
"752","Phylodactylus","MCB 1110","Westpunt","Other",0
"753","Phylodactylus","MCB 1111","Westpunt","Other",0
"754","Phylodactylus","MCB 1112","Westpunt","Other",0
