,Species,Specimen,Site,variable,value
867,Phylodactylus,12639,Westpunt,Centipede,0
868,Phylodactylus,12640,Westpunt,Centipede,0
871,Phylodactylus,MCB 1098,Westpunt,Centipede,0
872,Phylodactylus,MCB 1099,Westpunt,Centipede,0
873,Phylodactylus,MCB 1100,Westpunt,Centipede,0
874,Phylodactylus,MCB 1101,Westpunt,Centipede,0
875,Phylodactylus,MCB 1102,Westpunt,Centipede,0
876,Phylodactylus,MCB 1103,Westpunt,Centipede,0
877,Phylodactylus,MCB 1104,Westpunt,Centipede,0
878,Phylodactylus,MCB 1105,Westpunt,Centipede,0
879,Phylodactylus,MCB 1106,Westpunt,Centipede,0
880,Phylodactylus,MCB 1107,Westpunt,Centipede,0
881,Phylodactylus,MCB 1108,Westpunt,Centipede,0
882,Phylodactylus,MCB 1109,Westpunt,Centipede,0
883,Phylodactylus,MCB 1110,Westpunt,Centipede,0
884,Phylodactylus,MCB 1111,Westpunt,Centipede,0
885,Phylodactylus,MCB 1112,Westpunt,Centipede,0
886,Phylodactylus,MCB 1113,Westpunt,Centipede,0
887,Phylodactylus,MCB 1114,Westpunt,Centipede,0
888,Phylodactylus,MCB 1115,Westpunt,Centipede,0
889,Phylodactylus,MCB 1117,Westpunt,Centipede,0
890,Phylodactylus,MCB 1118,Westpunt,Centipede,0
963,Phylodactylus,12513,Westpunt,Isopod,0
964,Phylodactylus,12514,Westpunt,Isopod,0
965,Phylodactylus,12515,Westpunt,Isopod,0
966,Phylodactylus,12516,Westpunt,Isopod,0
967,Phylodactylus,12517,Westpunt,Isopod,0
968,Phylodactylus,12518,Westpunt,Isopod,0
969,Phylodactylus,12520,Westpunt,Isopod,0
970,Phylodactylus,12521,Westpunt,Isopod,0
971,Phylodactylus,12522,Westpunt,Isopod,0.333333333
972,Phylodactylus,12524,Westpunt,Isopod,0
973,Phylodactylus,12525,Westpunt,Isopod,0
975,Phylodactylus,12541,Westpunt,Isopod,0
976,Phylodactylus,12543,Westpunt,Isopod,0
977,Phylodactylus,12544,Westpunt,Isopod,0
978,Phylodactylus,12547,Westpunt,Isopod,0
979,Phylodactylus,12551,Westpunt,Isopod,0
984,Phylodactylus,12582,Westpunt,Isopod,0
985,Phylodactylus,12583,Westpunt,Isopod,0
986,Phylodactylus,12584,Westpunt,Isopod,0
987,Phylodactylus,12615,Westpunt,Isopod,0
988,Phylodactylus,12618,Westpunt,Isopod,0
989,Phylodactylus,12621,Westpunt,Isopod,0
990,Phylodactylus,12622,Westpunt,Isopod,0
991,Phylodactylus,12623,Westpunt,Isopod,0
995,Phylodactylus,12636,Westpunt,Isopod,0
996,Phylodactylus,12637,Westpunt,Isopod,0
997,Phylodactylus,12638,Westpunt,Isopod,0.333333333
998,Phylodactylus,12639,Westpunt,Isopod,0
999,Phylodactylus,12640,Westpunt,Isopod,0
1002,Phylodactylus,MCB 1098,Westpunt,Isopod,0
1003,Phylodactylus,MCB 1099,Westpunt,Isopod,0
1004,Phylodactylus,MCB 1100,Westpunt,Isopod,0
1005,Phylodactylus,MCB 1101,Westpunt,Isopod,0
1006,Phylodactylus,MCB 1102,Westpunt,Isopod,0
1007,Phylodactylus,MCB 1103,Westpunt,Isopod,0
1008,Phylodactylus,MCB 1104,Westpunt,Isopod,0
1009,Phylodactylus,MCB 1105,Westpunt,Isopod,0
1010,Phylodactylus,MCB 1106,Westpunt,Isopod,0
1011,Phylodactylus,MCB 1107,Westpunt,Isopod,0
1012,Phylodactylus,MCB 1108,Westpunt,Isopod,0
1013,Phylodactylus,MCB 1109,Westpunt,Isopod,0
1014,Phylodactylus,MCB 1110,Westpunt,Isopod,0
1015,Phylodactylus,MCB 1111,Westpunt,Isopod,0
1016,Phylodactylus,MCB 1112,Westpunt,Isopod,0
1017,Phylodactylus,MCB 1113,Westpunt,Isopod,0
1018,Phylodactylus,MCB 1114,Westpunt,Isopod,0
1019,Phylodactylus,MCB 1115,Westpunt,Isopod,0
1020,Phylodactylus,MCB 1117,Westpunt,Isopod,0
1021,Phylodactylus,MCB 1118,Westpunt,Isopod,0
1094,Phylodactylus,12513,Westpunt,Hemiptera,0
1095,Phylodactylus,12514,Westpunt,Hemiptera,0
1096,Phylodactylus,12515,Westpunt,Hemiptera,0
1097,Phylodactylus,12516,Westpunt,Hemiptera,0
1098,Phylodactylus,12517,Westpunt,Hemiptera,0
1099,Phylodactylus,12518,Westpunt,Hemiptera,0
1100,Phylodactylus,12520,Westpunt,Hemiptera,0
1101,Phylodactylus,12521,Westpunt,Hemiptera,0
1102,Phylodactylus,12522,Westpunt,Hemiptera,0
1103,Phylodactylus,12524,Westpunt,Hemiptera,0
1104,Phylodactylus,12525,Westpunt,Hemiptera,0.5
1106,Phylodactylus,12541,Westpunt,Hemiptera,0
1107,Phylodactylus,12543,Westpunt,Hemiptera,0
1108,Phylodactylus,12544,Westpunt,Hemiptera,0
1109,Phylodactylus,12547,Westpunt,Hemiptera,0
1110,Phylodactylus,12551,Westpunt,Hemiptera,0
1115,Phylodactylus,12582,Westpunt,Hemiptera,0
1116,Phylodactylus,12583,Westpunt,Hemiptera,0
1117,Phylodactylus,12584,Westpunt,Hemiptera,0
1118,Phylodactylus,12615,Westpunt,Hemiptera,0
1119,Phylodactylus,12618,Westpunt,Hemiptera,0
1120,Phylodactylus,12621,Westpunt,Hemiptera,0
1121,Phylodactylus,12622,Westpunt,Hemiptera,0
1122,Phylodactylus,12623,Westpunt,Hemiptera,0
1126,Phylodactylus,12636,Westpunt,Hemiptera,0
1127,Phylodactylus,12637,Westpunt,Hemiptera,0
1128,Phylodactylus,12638,Westpunt,Hemiptera,0
1129,Phylodactylus,12639,Westpunt,Hemiptera,0
1130,Phylodactylus,12640,Westpunt,Hemiptera,0
1133,Phylodactylus,MCB 1098,Westpunt,Hemiptera,0.166666667
1134,Phylodactylus,MCB 1099,Westpunt,Hemiptera,0
1135,Phylodactylus,MCB 1100,Westpunt,Hemiptera,0
1136,Phylodactylus,MCB 1101,Westpunt,Hemiptera,0
1137,Phylodactylus,MCB 1102,Westpunt,Hemiptera,0
1138,Phylodactylus,MCB 1103,Westpunt,Hemiptera,0
1139,Phylodactylus,MCB 1104,Westpunt,Hemiptera,0
1140,Phylodactylus,MCB 1105,Westpunt,Hemiptera,0
1141,Phylodactylus,MCB 1106,Westpunt,Hemiptera,0
1142,Phylodactylus,MCB 1107,Westpunt,Hemiptera,0
1143,Phylodactylus,MCB 1108,Westpunt,Hemiptera,0
1144,Phylodactylus,MCB 1109,Westpunt,Hemiptera,0
1145,Phylodactylus,MCB 1110,Westpunt,Hemiptera,0
1146,Phylodactylus,MCB 1111,Westpunt,Hemiptera,0
1147,Phylodactylus,MCB 1112,Westpunt,Hemiptera,0
1148,Phylodactylus,MCB 1113,Westpunt,Hemiptera,0
1149,Phylodactylus,MCB 1114,Westpunt,Hemiptera,0
1150,Phylodactylus,MCB 1115,Westpunt,Hemiptera,0
1151,Phylodactylus,MCB 1117,Westpunt,Hemiptera,0
1152,Phylodactylus,MCB 1118,Westpunt,Hemiptera,0
1225,Phylodactylus,12513,Westpunt,Hymenoptera,0
1226,Phylodactylus,12514,Westpunt,Hymenoptera,0
1227,Phylodactylus,12515,Westpunt,Hymenoptera,0
1228,Phylodactylus,12516,Westpunt,Hymenoptera,0
1229,Phylodactylus,12517,Westpunt,Hymenoptera,0
1230,Phylodactylus,12518,Westpunt,Hymenoptera,0
1231,Phylodactylus,12520,Westpunt,Hymenoptera,0
1232,Phylodactylus,12521,Westpunt,Hymenoptera,0
1233,Phylodactylus,12522,Westpunt,Hymenoptera,0
1234,Phylodactylus,12524,Westpunt,Hymenoptera,0
1235,Phylodactylus,12525,Westpunt,Hymenoptera,0
1237,Phylodactylus,12541,Westpunt,Hymenoptera,0
1238,Phylodactylus,12543,Westpunt,Hymenoptera,0
1239,Phylodactylus,12544,Westpunt,Hymenoptera,1
1240,Phylodactylus,12547,Westpunt,Hymenoptera,0
1241,Phylodactylus,12551,Westpunt,Hymenoptera,0
1246,Phylodactylus,12582,Westpunt,Hymenoptera,0
1247,Phylodactylus,12583,Westpunt,Hymenoptera,0
1248,Phylodactylus,12584,Westpunt,Hymenoptera,0
1249,Phylodactylus,12615,Westpunt,Hymenoptera,0
1250,Phylodactylus,12618,Westpunt,Hymenoptera,0
1251,Phylodactylus,12621,Westpunt,Hymenoptera,0
1252,Phylodactylus,12622,Westpunt,Hymenoptera,0
1253,Phylodactylus,12623,Westpunt,Hymenoptera,0
1257,Phylodactylus,12636,Westpunt,Hymenoptera,0
1258,Phylodactylus,12637,Westpunt,Hymenoptera,0
1259,Phylodactylus,12638,Westpunt,Hymenoptera,0.333333333
1260,Phylodactylus,12639,Westpunt,Hymenoptera,0
1261,Phylodactylus,12640,Westpunt,Hymenoptera,0
1264,Phylodactylus,MCB 1098,Westpunt,Hymenoptera,0
1265,Phylodactylus,MCB 1099,Westpunt,Hymenoptera,0.5
1266,Phylodactylus,MCB 1100,Westpunt,Hymenoptera,0
1267,Phylodactylus,MCB 1101,Westpunt,Hymenoptera,0
1268,Phylodactylus,MCB 1102,Westpunt,Hymenoptera,0.5
1269,Phylodactylus,MCB 1103,Westpunt,Hymenoptera,0
1270,Phylodactylus,MCB 1104,Westpunt,Hymenoptera,0
1271,Phylodactylus,MCB 1105,Westpunt,Hymenoptera,0
1272,Phylodactylus,MCB 1106,Westpunt,Hymenoptera,0.5
1273,Phylodactylus,MCB 1107,Westpunt,Hymenoptera,0
1274,Phylodactylus,MCB 1108,Westpunt,Hymenoptera,0
1275,Phylodactylus,MCB 1109,Westpunt,Hymenoptera,0
1276,Phylodactylus,MCB 1110,Westpunt,Hymenoptera,0
1277,Phylodactylus,MCB 1111,Westpunt,Hymenoptera,0
1278,Phylodactylus,MCB 1112,Westpunt,Hymenoptera,0
1279,Phylodactylus,MCB 1113,Westpunt,Hymenoptera,0
1280,Phylodactylus,MCB 1114,Westpunt,Hymenoptera,0
1281,Phylodactylus,MCB 1115,Westpunt,Hymenoptera,0
1282,Phylodactylus,MCB 1117,Westpunt,Hymenoptera,0
1283,Phylodactylus,MCB 1118,Westpunt,Hymenoptera,0
1356,Phylodactylus,12513,Westpunt,Orthoptera,0
1357,Phylodactylus,12514,Westpunt,Orthoptera,0
1358,Phylodactylus,12515,Westpunt,Orthoptera,0
1359,Phylodactylus,12516,Westpunt,Orthoptera,0
1360,Phylodactylus,12517,Westpunt,Orthoptera,0
1361,Phylodactylus,12518,Westpunt,Orthoptera,0
1362,Phylodactylus,12520,Westpunt,Orthoptera,0
1363,Phylodactylus,12521,Westpunt,Orthoptera,0
1364,Phylodactylus,12522,Westpunt,Orthoptera,0
1365,Phylodactylus,12524,Westpunt,Orthoptera,0
1366,Phylodactylus,12525,Westpunt,Orthoptera,0
1368,Phylodactylus,12541,Westpunt,Orthoptera,0
1369,Phylodactylus,12543,Westpunt,Orthoptera,0
1370,Phylodactylus,12544,Westpunt,Orthoptera,0
1371,Phylodactylus,12547,Westpunt,Orthoptera,0
1372,Phylodactylus,12551,Westpunt,Orthoptera,0
1377,Phylodactylus,12582,Westpunt,Orthoptera,0
1378,Phylodactylus,12583,Westpunt,Orthoptera,0
1379,Phylodactylus,12584,Westpunt,Orthoptera,0
1380,Phylodactylus,12615,Westpunt,Orthoptera,0
1381,Phylodactylus,12618,Westpunt,Orthoptera,0
1382,Phylodactylus,12621,Westpunt,Orthoptera,0
1383,Phylodactylus,12622,Westpunt,Orthoptera,0
1384,Phylodactylus,12623,Westpunt,Orthoptera,0
1388,Phylodactylus,12636,Westpunt,Orthoptera,0
1389,Phylodactylus,12637,Westpunt,Orthoptera,0.333333333
1390,Phylodactylus,12638,Westpunt,Orthoptera,0
1391,Phylodactylus,12639,Westpunt,Orthoptera,0
1392,Phylodactylus,12640,Westpunt,Orthoptera,0
1395,Phylodactylus,MCB 1098,Westpunt,Orthoptera,0
1396,Phylodactylus,MCB 1099,Westpunt,Orthoptera,0
1397,Phylodactylus,MCB 1100,Westpunt,Orthoptera,0
1398,Phylodactylus,MCB 1101,Westpunt,Orthoptera,0
1399,Phylodactylus,MCB 1102,Westpunt,Orthoptera,0.5
1400,Phylodactylus,MCB 1103,Westpunt,Orthoptera,0
1401,Phylodactylus,MCB 1104,Westpunt,Orthoptera,0
1402,Phylodactylus,MCB 1105,Westpunt,Orthoptera,0
1403,Phylodactylus,MCB 1106,Westpunt,Orthoptera,0
1404,Phylodactylus,MCB 1107,Westpunt,Orthoptera,0
1405,Phylodactylus,MCB 1108,Westpunt,Orthoptera,0
1406,Phylodactylus,MCB 1109,Westpunt,Orthoptera,0
1407,Phylodactylus,MCB 1110,Westpunt,Orthoptera,0
1408,Phylodactylus,MCB 1111,Westpunt,Orthoptera,0
1409,Phylodactylus,MCB 1112,Westpunt,Orthoptera,0
1410,Phylodactylus,MCB 1113,Westpunt,Orthoptera,0
1411,Phylodactylus,MCB 1114,Westpunt,Orthoptera,0
1412,Phylodactylus,MCB 1115,Westpunt,Orthoptera,0
1413,Phylodactylus,MCB 1117,Westpunt,Orthoptera,0
1414,Phylodactylus,MCB 1118,Westpunt,Orthoptera,0
1487,Phylodactylus,12513,Westpunt,Ephermeroptera,0
1488,Phylodactylus,12514,Westpunt,Ephermeroptera,0
1489,Phylodactylus,12515,Westpunt,Ephermeroptera,0
1490,Phylodactylus,12516,Westpunt,Ephermeroptera,0
1491,Phylodactylus,12517,Westpunt,Ephermeroptera,0
1492,Phylodactylus,12518,Westpunt,Ephermeroptera,0
1493,Phylodactylus,12520,Westpunt,Ephermeroptera,0
1494,Phylodactylus,12521,Westpunt,Ephermeroptera,0
1495,Phylodactylus,12522,Westpunt,Ephermeroptera,0
1496,Phylodactylus,12524,Westpunt,Ephermeroptera,0
1497,Phylodactylus,12525,Westpunt,Ephermeroptera,0
1499,Phylodactylus,12541,Westpunt,Ephermeroptera,0
1500,Phylodactylus,12543,Westpunt,Ephermeroptera,0
1501,Phylodactylus,12544,Westpunt,Ephermeroptera,0
1502,Phylodactylus,12547,Westpunt,Ephermeroptera,0
1503,Phylodactylus,12551,Westpunt,Ephermeroptera,0
1508,Phylodactylus,12582,Westpunt,Ephermeroptera,0
1509,Phylodactylus,12583,Westpunt,Ephermeroptera,0
1510,Phylodactylus,12584,Westpunt,Ephermeroptera,0
1511,Phylodactylus,12615,Westpunt,Ephermeroptera,0
1512,Phylodactylus,12618,Westpunt,Ephermeroptera,0
1513,Phylodactylus,12621,Westpunt,Ephermeroptera,0
1514,Phylodactylus,12622,Westpunt,Ephermeroptera,0
1515,Phylodactylus,12623,Westpunt,Ephermeroptera,0
1519,Phylodactylus,12636,Westpunt,Ephermeroptera,0
1520,Phylodactylus,12637,Westpunt,Ephermeroptera,0
1521,Phylodactylus,12638,Westpunt,Ephermeroptera,0.333333333
1522,Phylodactylus,12639,Westpunt,Ephermeroptera,0
1523,Phylodactylus,12640,Westpunt,Ephermeroptera,0
1526,Phylodactylus,MCB 1098,Westpunt,Ephermeroptera,0
1527,Phylodactylus,MCB 1099,Westpunt,Ephermeroptera,0
1528,Phylodactylus,MCB 1100,Westpunt,Ephermeroptera,0
1529,Phylodactylus,MCB 1101,Westpunt,Ephermeroptera,0
1530,Phylodactylus,MCB 1102,Westpunt,Ephermeroptera,0
1531,Phylodactylus,MCB 1103,Westpunt,Ephermeroptera,0
1532,Phylodactylus,MCB 1104,Westpunt,Ephermeroptera,0
1533,Phylodactylus,MCB 1105,Westpunt,Ephermeroptera,0
1534,Phylodactylus,MCB 1106,Westpunt,Ephermeroptera,0
1535,Phylodactylus,MCB 1107,Westpunt,Ephermeroptera,0
1536,Phylodactylus,MCB 1108,Westpunt,Ephermeroptera,0
1537,Phylodactylus,MCB 1109,Westpunt,Ephermeroptera,0
1538,Phylodactylus,MCB 1110,Westpunt,Ephermeroptera,0
1539,Phylodactylus,MCB 1111,Westpunt,Ephermeroptera,0
1540,Phylodactylus,MCB 1112,Westpunt,Ephermeroptera,0
1541,Phylodactylus,MCB 1113,Westpunt,Ephermeroptera,0
1542,Phylodactylus,MCB 1114,Westpunt,Ephermeroptera,0
1543,Phylodactylus,MCB 1115,Westpunt,Ephermeroptera,0
1544,Phylodactylus,MCB 1117,Westpunt,Ephermeroptera,0
1545,Phylodactylus,MCB 1118,Westpunt,Ephermeroptera,0
1618,Phylodactylus,12513,Westpunt,Gecko_skin,0
1619,Phylodactylus,12514,Westpunt,Gecko_skin,0
1620,Phylodactylus,12515,Westpunt,Gecko_skin,0
1621,Phylodactylus,12516,Westpunt,Gecko_skin,0
1622,Phylodactylus,12517,Westpunt,Gecko_skin,0
1623,Phylodactylus,12518,Westpunt,Gecko_skin,0
1624,Phylodactylus,12520,Westpunt,Gecko_skin,0
1625,Phylodactylus,12521,Westpunt,Gecko_skin,0
1626,Phylodactylus,12522,Westpunt,Gecko_skin,0
1627,Phylodactylus,12524,Westpunt,Gecko_skin,0
1628,Phylodactylus,12525,Westpunt,Gecko_skin,0
1630,Phylodactylus,12541,Westpunt,Gecko_skin,0
1631,Phylodactylus,12543,Westpunt,Gecko_skin,0
1632,Phylodactylus,12544,Westpunt,Gecko_skin,0
1633,Phylodactylus,12547,Westpunt,Gecko_skin,0
1634,Phylodactylus,12551,Westpunt,Gecko_skin,0
1639,Phylodactylus,12582,Westpunt,Gecko_skin,0
1640,Phylodactylus,12583,Westpunt,Gecko_skin,0
1641,Phylodactylus,12584,Westpunt,Gecko_skin,0
1642,Phylodactylus,12615,Westpunt,Gecko_skin,0
1643,Phylodactylus,12618,Westpunt,Gecko_skin,0
1644,Phylodactylus,12621,Westpunt,Gecko_skin,0
1645,Phylodactylus,12622,Westpunt,Gecko_skin,0
1646,Phylodactylus,12623,Westpunt,Gecko_skin,0
1650,Phylodactylus,12636,Westpunt,Gecko_skin,0
1651,Phylodactylus,12637,Westpunt,Gecko_skin,0
1652,Phylodactylus,12638,Westpunt,Gecko_skin,0
1653,Phylodactylus,12639,Westpunt,Gecko_skin,0
1654,Phylodactylus,12640,Westpunt,Gecko_skin,0
1657,Phylodactylus,MCB 1098,Westpunt,Gecko_skin,0
1658,Phylodactylus,MCB 1099,Westpunt,Gecko_skin,0
1659,Phylodactylus,MCB 1100,Westpunt,Gecko_skin,0
1660,Phylodactylus,MCB 1101,Westpunt,Gecko_skin,0
1661,Phylodactylus,MCB 1102,Westpunt,Gecko_skin,0
1662,Phylodactylus,MCB 1103,Westpunt,Gecko_skin,0
1663,Phylodactylus,MCB 1104,Westpunt,Gecko_skin,0
1664,Phylodactylus,MCB 1105,Westpunt,Gecko_skin,0
1665,Phylodactylus,MCB 1106,Westpunt,Gecko_skin,0
1666,Phylodactylus,MCB 1107,Westpunt,Gecko_skin,0
1667,Phylodactylus,MCB 1108,Westpunt,Gecko_skin,0
1668,Phylodactylus,MCB 1109,Westpunt,Gecko_skin,0
1669,Phylodactylus,MCB 1110,Westpunt,Gecko_skin,0
1670,Phylodactylus,MCB 1111,Westpunt,Gecko_skin,0
1671,Phylodactylus,MCB 1112,Westpunt,Gecko_skin,0
1672,Phylodactylus,MCB 1113,Westpunt,Gecko_skin,0
1673,Phylodactylus,MCB 1114,Westpunt,Gecko_skin,0
1674,Phylodactylus,MCB 1115,Westpunt,Gecko_skin,0
1675,Phylodactylus,MCB 1117,Westpunt,Gecko_skin,0
1676,Phylodactylus,MCB 1118,Westpunt,Gecko_skin,0
1749,Phylodactylus,12513,Westpunt,Blattaria,0
1750,Phylodactylus,12514,Westpunt,Blattaria,0
1751,Phylodactylus,12515,Westpunt,Blattaria,0
1752,Phylodactylus,12516,Westpunt,Blattaria,0
1753,Phylodactylus,12517,Westpunt,Blattaria,0
1754,Phylodactylus,12518,Westpunt,Blattaria,0
1755,Phylodactylus,12520,Westpunt,Blattaria,0
1756,Phylodactylus,12521,Westpunt,Blattaria,0
1757,Phylodactylus,12522,Westpunt,Blattaria,0
1758,Phylodactylus,12524,Westpunt,Blattaria,0
1759,Phylodactylus,12525,Westpunt,Blattaria,0
1761,Phylodactylus,12541,Westpunt,Blattaria,0
1762,Phylodactylus,12543,Westpunt,Blattaria,0
1763,Phylodactylus,12544,Westpunt,Blattaria,0
1764,Phylodactylus,12547,Westpunt,Blattaria,0
1765,Phylodactylus,12551,Westpunt,Blattaria,0
1770,Phylodactylus,12582,Westpunt,Blattaria,0
1771,Phylodactylus,12583,Westpunt,Blattaria,0
1772,Phylodactylus,12584,Westpunt,Blattaria,0
1773,Phylodactylus,12615,Westpunt,Blattaria,0
1774,Phylodactylus,12618,Westpunt,Blattaria,0
1775,Phylodactylus,12621,Westpunt,Blattaria,0
1776,Phylodactylus,12622,Westpunt,Blattaria,0
1777,Phylodactylus,12623,Westpunt,Blattaria,0
1781,Phylodactylus,12636,Westpunt,Blattaria,0
1782,Phylodactylus,12637,Westpunt,Blattaria,0
1783,Phylodactylus,12638,Westpunt,Blattaria,0
1784,Phylodactylus,12639,Westpunt,Blattaria,0
1785,Phylodactylus,12640,Westpunt,Blattaria,0
1788,Phylodactylus,MCB 1098,Westpunt,Blattaria,0
1789,Phylodactylus,MCB 1099,Westpunt,Blattaria,0
1790,Phylodactylus,MCB 1100,Westpunt,Blattaria,0
1791,Phylodactylus,MCB 1101,Westpunt,Blattaria,0
1792,Phylodactylus,MCB 1102,Westpunt,Blattaria,0
1793,Phylodactylus,MCB 1103,Westpunt,Blattaria,0
1794,Phylodactylus,MCB 1104,Westpunt,Blattaria,0
1795,Phylodactylus,MCB 1105,Westpunt,Blattaria,0
1796,Phylodactylus,MCB 1106,Westpunt,Blattaria,0
1797,Phylodactylus,MCB 1107,Westpunt,Blattaria,0
1798,Phylodactylus,MCB 1108,Westpunt,Blattaria,0
1799,Phylodactylus,MCB 1109,Westpunt,Blattaria,0
1800,Phylodactylus,MCB 1110,Westpunt,Blattaria,0
1801,Phylodactylus,MCB 1111,Westpunt,Blattaria,0
1802,Phylodactylus,MCB 1112,Westpunt,Blattaria,0
1803,Phylodactylus,MCB 1113,Westpunt,Blattaria,0
1804,Phylodactylus,MCB 1114,Westpunt,Blattaria,0
1805,Phylodactylus,MCB 1115,Westpunt,Blattaria,0
1806,Phylodactylus,MCB 1117,Westpunt,Blattaria,0
1807,Phylodactylus,MCB 1118,Westpunt,Blattaria,0
1880,Phylodactylus,12513,Westpunt,Empty,0
1881,Phylodactylus,12514,Westpunt,Empty,0
1882,Phylodactylus,12515,Westpunt,Empty,0
1883,Phylodactylus,12516,Westpunt,Empty,0
1884,Phylodactylus,12517,Westpunt,Empty,0
1885,Phylodactylus,12518,Westpunt,Empty,0
1886,Phylodactylus,12520,Westpunt,Empty,0
1887,Phylodactylus,12521,Westpunt,Empty,0
1888,Phylodactylus,12522,Westpunt,Empty,0
1889,Phylodactylus,12524,Westpunt,Empty,0
1890,Phylodactylus,12525,Westpunt,Empty,0
1892,Phylodactylus,12541,Westpunt,Empty,1
1893,Phylodactylus,12543,Westpunt,Empty,0
1894,Phylodactylus,12544,Westpunt,Empty,0
1895,Phylodactylus,12547,Westpunt,Empty,1
1896,Phylodactylus,12551,Westpunt,Empty,0
1901,Phylodactylus,12582,Westpunt,Empty,0
1902,Phylodactylus,12583,Westpunt,Empty,1
1903,Phylodactylus,12584,Westpunt,Empty,0
1904,Phylodactylus,12615,Westpunt,Empty,0
1905,Phylodactylus,12618,Westpunt,Empty,1
1906,Phylodactylus,12621,Westpunt,Empty,0
1907,Phylodactylus,12622,Westpunt,Empty,0
1908,Phylodactylus,12623,Westpunt,Empty,0
1912,Phylodactylus,12636,Westpunt,Empty,0
1913,Phylodactylus,12637,Westpunt,Empty,0
1914,Phylodactylus,12638,Westpunt,Empty,0
1915,Phylodactylus,12639,Westpunt,Empty,0
1916,Phylodactylus,12640,Westpunt,Empty,0
1919,Phylodactylus,MCB 1098,Westpunt,Empty,0
1920,Phylodactylus,MCB 1099,Westpunt,Empty,0
1921,Phylodactylus,MCB 1100,Westpunt,Empty,0
1922,Phylodactylus,MCB 1101,Westpunt,Empty,0
1923,Phylodactylus,MCB 1102,Westpunt,Empty,0
1924,Phylodactylus,MCB 1103,Westpunt,Empty,0
1925,Phylodactylus,MCB 1104,Westpunt,Empty,1
1926,Phylodactylus,MCB 1105,Westpunt,Empty,0
1927,Phylodactylus,MCB 1106,Westpunt,Empty,0
1928,Phylodactylus,MCB 1107,Westpunt,Empty,0
1929,Phylodactylus,MCB 1108,Westpunt,Empty,0
1930,Phylodactylus,MCB 1109,Westpunt,Empty,0
1931,Phylodactylus,MCB 1110,Westpunt,Empty,0
1932,Phylodactylus,MCB 1111,Westpunt,Empty,0
1933,Phylodactylus,MCB 1112,Westpunt,Empty,0
1934,Phylodactylus,MCB 1113,Westpunt,Empty,0
1935,Phylodactylus,MCB 1114,Westpunt,Empty,0
1936,Phylodactylus,MCB 1115,Westpunt,Empty,0
1937,Phylodactylus,MCB 1117,Westpunt,Empty,1
1938,Phylodactylus,MCB 1118,Westpunt,Empty,0
2011,Phylodactylus,12513,Westpunt,Ramphotyphlops,0
2012,Phylodactylus,12514,Westpunt,Ramphotyphlops,0
2013,Phylodactylus,12515,Westpunt,Ramphotyphlops,0
2014,Phylodactylus,12516,Westpunt,Ramphotyphlops,0
2015,Phylodactylus,12517,Westpunt,Ramphotyphlops,0
2016,Phylodactylus,12518,Westpunt,Ramphotyphlops,0
2017,Phylodactylus,12520,Westpunt,Ramphotyphlops,0
2018,Phylodactylus,12521,Westpunt,Ramphotyphlops,0
2019,Phylodactylus,12522,Westpunt,Ramphotyphlops,0
2020,Phylodactylus,12524,Westpunt,Ramphotyphlops,0
2021,Phylodactylus,12525,Westpunt,Ramphotyphlops,0
2023,Phylodactylus,12541,Westpunt,Ramphotyphlops,0
2024,Phylodactylus,12543,Westpunt,Ramphotyphlops,0
2025,Phylodactylus,12544,Westpunt,Ramphotyphlops,0
2026,Phylodactylus,12547,Westpunt,Ramphotyphlops,0
2027,Phylodactylus,12551,Westpunt,Ramphotyphlops,0
2032,Phylodactylus,12582,Westpunt,Ramphotyphlops,0
2033,Phylodactylus,12583,Westpunt,Ramphotyphlops,0
2034,Phylodactylus,12584,Westpunt,Ramphotyphlops,0
2035,Phylodactylus,12615,Westpunt,Ramphotyphlops,0
2036,Phylodactylus,12618,Westpunt,Ramphotyphlops,0
2037,Phylodactylus,12621,Westpunt,Ramphotyphlops,0
2038,Phylodactylus,12622,Westpunt,Ramphotyphlops,0
2039,Phylodactylus,12623,Westpunt,Ramphotyphlops,0
2043,Phylodactylus,12636,Westpunt,Ramphotyphlops,0
2044,Phylodactylus,12637,Westpunt,Ramphotyphlops,0
2045,Phylodactylus,12638,Westpunt,Ramphotyphlops,0
2046,Phylodactylus,12639,Westpunt,Ramphotyphlops,0
2047,Phylodactylus,12640,Westpunt,Ramphotyphlops,0
2050,Phylodactylus,MCB 1098,Westpunt,Ramphotyphlops,0
2051,Phylodactylus,MCB 1099,Westpunt,Ramphotyphlops,0
2052,Phylodactylus,MCB 1100,Westpunt,Ramphotyphlops,0
2053,Phylodactylus,MCB 1101,Westpunt,Ramphotyphlops,0
2054,Phylodactylus,MCB 1102,Westpunt,Ramphotyphlops,0
2055,Phylodactylus,MCB 1103,Westpunt,Ramphotyphlops,0
2056,Phylodactylus,MCB 1104,Westpunt,Ramphotyphlops,0
2057,Phylodactylus,MCB 1105,Westpunt,Ramphotyphlops,0
2058,Phylodactylus,MCB 1106,Westpunt,Ramphotyphlops,0
2059,Phylodactylus,MCB 1107,Westpunt,Ramphotyphlops,0
2060,Phylodactylus,MCB 1108,Westpunt,Ramphotyphlops,0
2061,Phylodactylus,MCB 1109,Westpunt,Ramphotyphlops,0
2062,Phylodactylus,MCB 1110,Westpunt,Ramphotyphlops,0
