,Species,Specimen,variable,value
1113,Phylodactylus,12679,Isopod,0
1115,Phylodactylus,12689,Isopod,0
1122,Phylodactylus,12697,Isopod,0
1125,Phylodactylus,12704,Isopod,0
1127,Phylodactylus,12706,Isopod,0
1129,Phylodactylus,12709,Isopod,0
1137,Phylodactylus,112710,Isopod,0
1138,Phylodactylus,112714,Isopod,0
1139,Phylodactylus,112715,Isopod,0.333333333
1140,Phylodactylus,112716,Isopod,0
1141,Phylodactylus,112717,Isopod,0
1142,Phylodactylus,112718,Isopod,0.555555556
1143,Phylodactylus,112719,Isopod,0
1144,Phylodactylus,MCB 1098,Isopod,0
1145,Phylodactylus,MCB 1099,Isopod,0
1146,Phylodactylus,MCB 1100,Isopod,0
1147,Phylodactylus,MCB 1101,Isopod,0
1148,Phylodactylus,MCB 1102,Isopod,0
1149,Phylodactylus,MCB 1103,Isopod,0
1150,Phylodactylus,MCB 1104,Isopod,0
1151,Phylodactylus,MCB 1105,Isopod,0
1152,Phylodactylus,MCB 1106,Isopod,0
1153,Phylodactylus,MCB 1107,Isopod,0
1154,Phylodactylus,MCB 1108,Isopod,0
1155,Phylodactylus,MCB 1109,Isopod,0
1156,Phylodactylus,MCB 1110,Isopod,0
1157,Phylodactylus,MCB 1111,Isopod,0
1158,Phylodactylus,MCB 1112,Isopod,0
1159,Phylodactylus,MCB 1113,Isopod,0
1160,Phylodactylus,MCB 1114,Isopod,0
1161,Phylodactylus,MCB 1115,Isopod,0
1162,Phylodactylus,MCB 1117,Isopod,0
1163,Phylodactylus,MCB 1118,Isopod,0
1185,Phylodactylus,12513,Hemiptera,0
1186,Phylodactylus,12514,Hemiptera,0
1187,Phylodactylus,12515,Hemiptera,0
1188,Phylodactylus,12516,Hemiptera,0
1189,Phylodactylus,12517,Hemiptera,0
1190,Phylodactylus,12518,Hemiptera,0
1191,Phylodactylus,12520,Hemiptera,0
1192,Phylodactylus,12521,Hemiptera,0
1193,Phylodactylus,12522,Hemiptera,0
1194,Phylodactylus,12524,Hemiptera,0
1195,Phylodactylus,12525,Hemiptera,0.5
1197,Phylodactylus,12541,Hemiptera,0
1198,Phylodactylus,12543,Hemiptera,0
1199,Phylodactylus,12544,Hemiptera,0
1200,Phylodactylus,12547,Hemiptera,0
1201,Phylodactylus,12551,Hemiptera,0
1206,Phylodactylus,12582,Hemiptera,0
1207,Phylodactylus,12583,Hemiptera,0
1208,Phylodactylus,12584,Hemiptera,0
1215,Phylodactylus,12615,Hemiptera,0
1216,Phylodactylus,12618,Hemiptera,0
1217,Phylodactylus,12621,Hemiptera,0
1218,Phylodactylus,12622,Hemiptera,0
1219,Phylodactylus,12623,Hemiptera,0
1223,Phylodactylus,12636,Hemiptera,0
1224,Phylodactylus,12637,Hemiptera,0
1225,Phylodactylus,12638,Hemiptera,0
1226,Phylodactylus,12639,Hemiptera,0
1227,Phylodactylus,12640,Hemiptera,0
1228,Phylodactylus,12644,Hemiptera,0
1229,Phylodactylus,12645,Hemiptera,0
1230,Phylodactylus,12646,Hemiptera,0
1231,Phylodactylus,12647,Hemiptera,0
1232,Phylodactylus,12648,Hemiptera,0
1233,Phylodactylus,12649,Hemiptera,0
1234,Phylodactylus,12650,Hemiptera,0
1235,Phylodactylus,12651,Hemiptera,0
1240,Phylodactylus,12673,Hemiptera,0
1243,Phylodactylus,12678,Hemiptera,0
1244,Phylodactylus,12679,Hemiptera,0
1246,Phylodactylus,12689,Hemiptera,0
1253,Phylodactylus,12697,Hemiptera,0
1256,Phylodactylus,12704,Hemiptera,0
1258,Phylodactylus,12706,Hemiptera,0
1260,Phylodactylus,12709,Hemiptera,0
1268,Phylodactylus,112710,Hemiptera,0
1269,Phylodactylus,112714,Hemiptera,0
1270,Phylodactylus,112715,Hemiptera,0
1271,Phylodactylus,112716,Hemiptera,0
1272,Phylodactylus,112717,Hemiptera,0
1273,Phylodactylus,112718,Hemiptera,0
1274,Phylodactylus,112719,Hemiptera,0
1275,Phylodactylus,MCB 1098,Hemiptera,0.166666667
1276,Phylodactylus,MCB 1099,Hemiptera,0
1277,Phylodactylus,MCB 1100,Hemiptera,0
1278,Phylodactylus,MCB 1101,Hemiptera,0
1279,Phylodactylus,MCB 1102,Hemiptera,0
1280,Phylodactylus,MCB 1103,Hemiptera,0
1281,Phylodactylus,MCB 1104,Hemiptera,0
1282,Phylodactylus,MCB 1105,Hemiptera,0
1283,Phylodactylus,MCB 1106,Hemiptera,0
1284,Phylodactylus,MCB 1107,Hemiptera,0
1285,Phylodactylus,MCB 1108,Hemiptera,0
1286,Phylodactylus,MCB 1109,Hemiptera,0
1287,Phylodactylus,MCB 1110,Hemiptera,0
1288,Phylodactylus,MCB 1111,Hemiptera,0
1289,Phylodactylus,MCB 1112,Hemiptera,0
1290,Phylodactylus,MCB 1113,Hemiptera,0
1291,Phylodactylus,MCB 1114,Hemiptera,0
1292,Phylodactylus,MCB 1115,Hemiptera,0
1293,Phylodactylus,MCB 1117,Hemiptera,0
1294,Phylodactylus,MCB 1118,Hemiptera,0
1316,Phylodactylus,12513,Hymenoptera,0
1317,Phylodactylus,12514,Hymenoptera,0
1318,Phylodactylus,12515,Hymenoptera,0
1319,Phylodactylus,12516,Hymenoptera,0
1320,Phylodactylus,12517,Hymenoptera,0
1321,Phylodactylus,12518,Hymenoptera,0
1322,Phylodactylus,12520,Hymenoptera,0
1323,Phylodactylus,12521,Hymenoptera,0
1324,Phylodactylus,12522,Hymenoptera,0
1325,Phylodactylus,12524,Hymenoptera,0
1326,Phylodactylus,12525,Hymenoptera,0
1328,Phylodactylus,12541,Hymenoptera,0
1329,Phylodactylus,12543,Hymenoptera,0
1330,Phylodactylus,12544,Hymenoptera,1
1331,Phylodactylus,12547,Hymenoptera,0
1332,Phylodactylus,12551,Hymenoptera,0
1337,Phylodactylus,12582,Hymenoptera,0
1338,Phylodactylus,12583,Hymenoptera,0
1339,Phylodactylus,12584,Hymenoptera,0
1346,Phylodactylus,12615,Hymenoptera,0
1347,Phylodactylus,12618,Hymenoptera,0
1348,Phylodactylus,12621,Hymenoptera,0
1349,Phylodactylus,12622,Hymenoptera,0
1350,Phylodactylus,12623,Hymenoptera,0
1354,Phylodactylus,12636,Hymenoptera,0
1355,Phylodactylus,12637,Hymenoptera,0
1356,Phylodactylus,12638,Hymenoptera,0.333333333
1357,Phylodactylus,12639,Hymenoptera,0
1358,Phylodactylus,12640,Hymenoptera,0
1359,Phylodactylus,12644,Hymenoptera,0
1360,Phylodactylus,12645,Hymenoptera,0
1361,Phylodactylus,12646,Hymenoptera,0
1362,Phylodactylus,12647,Hymenoptera,0
1363,Phylodactylus,12648,Hymenoptera,0
1364,Phylodactylus,12649,Hymenoptera,0
1365,Phylodactylus,12650,Hymenoptera,0
1366,Phylodactylus,12651,Hymenoptera,0
1371,Phylodactylus,12673,Hymenoptera,1
1374,Phylodactylus,12678,Hymenoptera,0
1375,Phylodactylus,12679,Hymenoptera,0
1377,Phylodactylus,12689,Hymenoptera,0
1384,Phylodactylus,12697,Hymenoptera,0
1387,Phylodactylus,12704,Hymenoptera,1
1389,Phylodactylus,12706,Hymenoptera,0
1391,Phylodactylus,12709,Hymenoptera,0
1399,Phylodactylus,112710,Hymenoptera,0
1400,Phylodactylus,112714,Hymenoptera,0
1401,Phylodactylus,112715,Hymenoptera,0
1402,Phylodactylus,112716,Hymenoptera,0
1403,Phylodactylus,112717,Hymenoptera,0
1404,Phylodactylus,112718,Hymenoptera,0
1405,Phylodactylus,112719,Hymenoptera,0
1406,Phylodactylus,MCB 1098,Hymenoptera,0
1407,Phylodactylus,MCB 1099,Hymenoptera,0.5
1408,Phylodactylus,MCB 1100,Hymenoptera,0
1409,Phylodactylus,MCB 1101,Hymenoptera,0
1410,Phylodactylus,MCB 1102,Hymenoptera,0.5
1411,Phylodactylus,MCB 1103,Hymenoptera,0
1412,Phylodactylus,MCB 1104,Hymenoptera,0
1413,Phylodactylus,MCB 1105,Hymenoptera,0
1414,Phylodactylus,MCB 1106,Hymenoptera,0.5
1415,Phylodactylus,MCB 1107,Hymenoptera,0
1416,Phylodactylus,MCB 1108,Hymenoptera,0
1417,Phylodactylus,MCB 1109,Hymenoptera,0
1418,Phylodactylus,MCB 1110,Hymenoptera,0
1419,Phylodactylus,MCB 1111,Hymenoptera,0
1420,Phylodactylus,MCB 1112,Hymenoptera,0
1421,Phylodactylus,MCB 1113,Hymenoptera,0
1422,Phylodactylus,MCB 1114,Hymenoptera,0
1423,Phylodactylus,MCB 1115,Hymenoptera,0
1424,Phylodactylus,MCB 1117,Hymenoptera,0
1425,Phylodactylus,MCB 1118,Hymenoptera,0
1447,Phylodactylus,12513,Orthoptera,0
1448,Phylodactylus,12514,Orthoptera,0
1449,Phylodactylus,12515,Orthoptera,0
1450,Phylodactylus,12516,Orthoptera,0
1451,Phylodactylus,12517,Orthoptera,0
1452,Phylodactylus,12518,Orthoptera,0
1453,Phylodactylus,12520,Orthoptera,0
1454,Phylodactylus,12521,Orthoptera,0
1455,Phylodactylus,12522,Orthoptera,0
1456,Phylodactylus,12524,Orthoptera,0
1457,Phylodactylus,12525,Orthoptera,0
1459,Phylodactylus,12541,Orthoptera,0
1460,Phylodactylus,12543,Orthoptera,0
1461,Phylodactylus,12544,Orthoptera,0
1462,Phylodactylus,12547,Orthoptera,0
1463,Phylodactylus,12551,Orthoptera,0
1468,Phylodactylus,12582,Orthoptera,0
1469,Phylodactylus,12583,Orthoptera,0
1470,Phylodactylus,12584,Orthoptera,0
1477,Phylodactylus,12615,Orthoptera,0
1478,Phylodactylus,12618,Orthoptera,0
1479,Phylodactylus,12621,Orthoptera,0
1480,Phylodactylus,12622,Orthoptera,0
1481,Phylodactylus,12623,Orthoptera,0
1485,Phylodactylus,12636,Orthoptera,0
1486,Phylodactylus,12637,Orthoptera,0.333333333
1487,Phylodactylus,12638,Orthoptera,0
1488,Phylodactylus,12639,Orthoptera,0
1489,Phylodactylus,12640,Orthoptera,0
1490,Phylodactylus,12644,Orthoptera,0
1491,Phylodactylus,12645,Orthoptera,0
1492,Phylodactylus,12646,Orthoptera,0
1493,Phylodactylus,12647,Orthoptera,0
1494,Phylodactylus,12648,Orthoptera,0
1495,Phylodactylus,12649,Orthoptera,0
1496,Phylodactylus,12650,Orthoptera,0.333333333
1497,Phylodactylus,12651,Orthoptera,0
1502,Phylodactylus,12673,Orthoptera,0
1505,Phylodactylus,12678,Orthoptera,0
1506,Phylodactylus,12679,Orthoptera,1
1508,Phylodactylus,12689,Orthoptera,0.333333333
1515,Phylodactylus,12697,Orthoptera,0.5
1518,Phylodactylus,12704,Orthoptera,0
1520,Phylodactylus,12706,Orthoptera,0
1522,Phylodactylus,12709,Orthoptera,0
1530,Phylodactylus,112710,Orthoptera,0
1531,Phylodactylus,112714,Orthoptera,0
1532,Phylodactylus,112715,Orthoptera,0.333333333
1533,Phylodactylus,112716,Orthoptera,0.5
1534,Phylodactylus,112717,Orthoptera,1
1535,Phylodactylus,112718,Orthoptera,0.111111111
1536,Phylodactylus,112719,Orthoptera,0
1537,Phylodactylus,MCB 1098,Orthoptera,0
1538,Phylodactylus,MCB 1099,Orthoptera,0
1539,Phylodactylus,MCB 1100,Orthoptera,0
1540,Phylodactylus,MCB 1101,Orthoptera,0
1541,Phylodactylus,MCB 1102,Orthoptera,0.5
1542,Phylodactylus,MCB 1103,Orthoptera,0
1543,Phylodactylus,MCB 1104,Orthoptera,0
1544,Phylodactylus,MCB 1105,Orthoptera,0
1545,Phylodactylus,MCB 1106,Orthoptera,0
1546,Phylodactylus,MCB 1107,Orthoptera,0
1547,Phylodactylus,MCB 1108,Orthoptera,0
1548,Phylodactylus,MCB 1109,Orthoptera,0
1549,Phylodactylus,MCB 1110,Orthoptera,0
1550,Phylodactylus,MCB 1111,Orthoptera,0
1551,Phylodactylus,MCB 1112,Orthoptera,0
1552,Phylodactylus,MCB 1113,Orthoptera,0
1553,Phylodactylus,MCB 1114,Orthoptera,0
1554,Phylodactylus,MCB 1115,Orthoptera,0
1555,Phylodactylus,MCB 1117,Orthoptera,0
1556,Phylodactylus,MCB 1118,Orthoptera,0
1578,Phylodactylus,12513,Ephermeroptera,0
1579,Phylodactylus,12514,Ephermeroptera,0
1580,Phylodactylus,12515,Ephermeroptera,0
1581,Phylodactylus,12516,Ephermeroptera,0
1582,Phylodactylus,12517,Ephermeroptera,0
1583,Phylodactylus,12518,Ephermeroptera,0
1584,Phylodactylus,12520,Ephermeroptera,0
1585,Phylodactylus,12521,Ephermeroptera,0
1586,Phylodactylus,12522,Ephermeroptera,0
1587,Phylodactylus,12524,Ephermeroptera,0
1588,Phylodactylus,12525,Ephermeroptera,0
1590,Phylodactylus,12541,Ephermeroptera,0
1591,Phylodactylus,12543,Ephermeroptera,0
1592,Phylodactylus,12544,Ephermeroptera,0
1593,Phylodactylus,12547,Ephermeroptera,0
1594,Phylodactylus,12551,Ephermeroptera,0
1599,Phylodactylus,12582,Ephermeroptera,0
1600,Phylodactylus,12583,Ephermeroptera,0
1601,Phylodactylus,12584,Ephermeroptera,0
1608,Phylodactylus,12615,Ephermeroptera,0
1609,Phylodactylus,12618,Ephermeroptera,0
1610,Phylodactylus,12621,Ephermeroptera,0
1611,Phylodactylus,12622,Ephermeroptera,0
1612,Phylodactylus,12623,Ephermeroptera,0
1616,Phylodactylus,12636,Ephermeroptera,0
1617,Phylodactylus,12637,Ephermeroptera,0
1618,Phylodactylus,12638,Ephermeroptera,0.333333333
1619,Phylodactylus,12639,Ephermeroptera,0
1620,Phylodactylus,12640,Ephermeroptera,0
1621,Phylodactylus,12644,Ephermeroptera,0
1622,Phylodactylus,12645,Ephermeroptera,0
1623,Phylodactylus,12646,Ephermeroptera,0
1624,Phylodactylus,12647,Ephermeroptera,0
1625,Phylodactylus,12648,Ephermeroptera,0
1626,Phylodactylus,12649,Ephermeroptera,0
1627,Phylodactylus,12650,Ephermeroptera,0
1628,Phylodactylus,12651,Ephermeroptera,0
1633,Phylodactylus,12673,Ephermeroptera,0
1636,Phylodactylus,12678,Ephermeroptera,0
1637,Phylodactylus,12679,Ephermeroptera,0
1639,Phylodactylus,12689,Ephermeroptera,0
1646,Phylodactylus,12697,Ephermeroptera,0
1649,Phylodactylus,12704,Ephermeroptera,0
1651,Phylodactylus,12706,Ephermeroptera,0
1653,Phylodactylus,12709,Ephermeroptera,0
1661,Phylodactylus,112710,Ephermeroptera,0
1662,Phylodactylus,112714,Ephermeroptera,0
1663,Phylodactylus,112715,Ephermeroptera,0
1664,Phylodactylus,112716,Ephermeroptera,0
1665,Phylodactylus,112717,Ephermeroptera,0
1666,Phylodactylus,112718,Ephermeroptera,0
1667,Phylodactylus,112719,Ephermeroptera,0
1668,Phylodactylus,MCB 1098,Ephermeroptera,0
1669,Phylodactylus,MCB 1099,Ephermeroptera,0
1670,Phylodactylus,MCB 1100,Ephermeroptera,0
1671,Phylodactylus,MCB 1101,Ephermeroptera,0
1672,Phylodactylus,MCB 1102,Ephermeroptera,0
1673,Phylodactylus,MCB 1103,Ephermeroptera,0
1674,Phylodactylus,MCB 1104,Ephermeroptera,0
1675,Phylodactylus,MCB 1105,Ephermeroptera,0
1676,Phylodactylus,MCB 1106,Ephermeroptera,0
1677,Phylodactylus,MCB 1107,Ephermeroptera,0
1678,Phylodactylus,MCB 1108,Ephermeroptera,0
1679,Phylodactylus,MCB 1109,Ephermeroptera,0
1680,Phylodactylus,MCB 1110,Ephermeroptera,0
1681,Phylodactylus,MCB 1111,Ephermeroptera,0
1682,Phylodactylus,MCB 1112,Ephermeroptera,0
1683,Phylodactylus,MCB 1113,Ephermeroptera,0
1684,Phylodactylus,MCB 1114,Ephermeroptera,0
1685,Phylodactylus,MCB 1115,Ephermeroptera,0
1686,Phylodactylus,MCB 1117,Ephermeroptera,0
1687,Phylodactylus,MCB 1118,Ephermeroptera,0
1709,Phylodactylus,12513,Gecko_skin,0
1710,Phylodactylus,12514,Gecko_skin,0
1711,Phylodactylus,12515,Gecko_skin,0
1712,Phylodactylus,12516,Gecko_skin,0
1713,Phylodactylus,12517,Gecko_skin,0
1714,Phylodactylus,12518,Gecko_skin,0
1715,Phylodactylus,12520,Gecko_skin,0
1716,Phylodactylus,12521,Gecko_skin,0
1717,Phylodactylus,12522,Gecko_skin,0
1718,Phylodactylus,12524,Gecko_skin,0
1719,Phylodactylus,12525,Gecko_skin,0
1721,Phylodactylus,12541,Gecko_skin,0
1722,Phylodactylus,12543,Gecko_skin,0
1723,Phylodactylus,12544,Gecko_skin,0
1724,Phylodactylus,12547,Gecko_skin,0
1725,Phylodactylus,12551,Gecko_skin,0
1730,Phylodactylus,12582,Gecko_skin,0
1731,Phylodactylus,12583,Gecko_skin,0
1732,Phylodactylus,12584,Gecko_skin,0
1739,Phylodactylus,12615,Gecko_skin,0
1740,Phylodactylus,12618,Gecko_skin,0
1741,Phylodactylus,12621,Gecko_skin,0
1742,Phylodactylus,12622,Gecko_skin,0
1743,Phylodactylus,12623,Gecko_skin,0
1747,Phylodactylus,12636,Gecko_skin,0
1748,Phylodactylus,12637,Gecko_skin,0
1749,Phylodactylus,12638,Gecko_skin,0
1750,Phylodactylus,12639,Gecko_skin,0
1751,Phylodactylus,12640,Gecko_skin,0
1752,Phylodactylus,12644,Gecko_skin,0
1753,Phylodactylus,12645,Gecko_skin,0
1754,Phylodactylus,12646,Gecko_skin,0
1755,Phylodactylus,12647,Gecko_skin,0
1756,Phylodactylus,12648,Gecko_skin,0
1757,Phylodactylus,12649,Gecko_skin,0
1758,Phylodactylus,12650,Gecko_skin,0
1759,Phylodactylus,12651,Gecko_skin,0
1764,Phylodactylus,12673,Gecko_skin,0
1767,Phylodactylus,12678,Gecko_skin,0
1768,Phylodactylus,12679,Gecko_skin,0
1770,Phylodactylus,12689,Gecko_skin,0.333333333
1777,Phylodactylus,12697,Gecko_skin,0
1780,Phylodactylus,12704,Gecko_skin,0
1782,Phylodactylus,12706,Gecko_skin,0
1784,Phylodactylus,12709,Gecko_skin,0
1792,Phylodactylus,112710,Gecko_skin,0
1793,Phylodactylus,112714,Gecko_skin,0
1794,Phylodactylus,112715,Gecko_skin,0
1795,Phylodactylus,112716,Gecko_skin,0
1796,Phylodactylus,112717,Gecko_skin,0
1797,Phylodactylus,112718,Gecko_skin,0
1798,Phylodactylus,112719,Gecko_skin,0
1799,Phylodactylus,MCB 1098,Gecko_skin,0
1800,Phylodactylus,MCB 1099,Gecko_skin,0
1801,Phylodactylus,MCB 1100,Gecko_skin,0
1802,Phylodactylus,MCB 1101,Gecko_skin,0
1803,Phylodactylus,MCB 1102,Gecko_skin,0
1804,Phylodactylus,MCB 1103,Gecko_skin,0
1805,Phylodactylus,MCB 1104,Gecko_skin,0
1806,Phylodactylus,MCB 1105,Gecko_skin,0
1807,Phylodactylus,MCB 1106,Gecko_skin,0
1808,Phylodactylus,MCB 1107,Gecko_skin,0
1809,Phylodactylus,MCB 1108,Gecko_skin,0
1810,Phylodactylus,MCB 1109,Gecko_skin,0
1811,Phylodactylus,MCB 1110,Gecko_skin,0
1812,Phylodactylus,MCB 1111,Gecko_skin,0
1813,Phylodactylus,MCB 1112,Gecko_skin,0
1814,Phylodactylus,MCB 1113,Gecko_skin,0
1815,Phylodactylus,MCB 1114,Gecko_skin,0
1816,Phylodactylus,MCB 1115,Gecko_skin,0
1817,Phylodactylus,MCB 1117,Gecko_skin,0
1818,Phylodactylus,MCB 1118,Gecko_skin,0
1840,Phylodactylus,12513,Blattaria,0
1841,Phylodactylus,12514,Blattaria,0
1842,Phylodactylus,12515,Blattaria,0
1843,Phylodactylus,12516,Blattaria,0
1844,Phylodactylus,12517,Blattaria,0
1845,Phylodactylus,12518,Blattaria,0
1846,Phylodactylus,12520,Blattaria,0
1847,Phylodactylus,12521,Blattaria,0
1848,Phylodactylus,12522,Blattaria,0
1849,Phylodactylus,12524,Blattaria,0
1850,Phylodactylus,12525,Blattaria,0
1852,Phylodactylus,12541,Blattaria,0
1853,Phylodactylus,12543,Blattaria,0
1854,Phylodactylus,12544,Blattaria,0
1855,Phylodactylus,12547,Blattaria,0
1856,Phylodactylus,12551,Blattaria,0
1861,Phylodactylus,12582,Blattaria,0
1862,Phylodactylus,12583,Blattaria,0
1863,Phylodactylus,12584,Blattaria,0
1870,Phylodactylus,12615,Blattaria,0
1871,Phylodactylus,12618,Blattaria,0
1872,Phylodactylus,12621,Blattaria,0
1873,Phylodactylus,12622,Blattaria,0
1874,Phylodactylus,12623,Blattaria,0
1878,Phylodactylus,12636,Blattaria,0
1879,Phylodactylus,12637,Blattaria,0
1880,Phylodactylus,12638,Blattaria,0
1881,Phylodactylus,12639,Blattaria,0
1882,Phylodactylus,12640,Blattaria,0
1883,Phylodactylus,12644,Blattaria,0
1884,Phylodactylus,12645,Blattaria,0
1885,Phylodactylus,12646,Blattaria,0
1886,Phylodactylus,12647,Blattaria,0
1887,Phylodactylus,12648,Blattaria,0
1888,Phylodactylus,12649,Blattaria,0
1889,Phylodactylus,12650,Blattaria,0
1890,Phylodactylus,12651,Blattaria,0
1895,Phylodactylus,12673,Blattaria,0
1898,Phylodactylus,12678,Blattaria,0
1899,Phylodactylus,12679,Blattaria,0
1901,Phylodactylus,12689,Blattaria,0
1908,Phylodactylus,12697,Blattaria,0
1911,Phylodactylus,12704,Blattaria,0
1913,Phylodactylus,12706,Blattaria,0
1915,Phylodactylus,12709,Blattaria,0
1923,Phylodactylus,112710,Blattaria,0
1924,Phylodactylus,112714,Blattaria,0
1925,Phylodactylus,112715,Blattaria,0
1926,Phylodactylus,112716,Blattaria,0
1927,Phylodactylus,112717,Blattaria,0
1928,Phylodactylus,112718,Blattaria,0
1929,Phylodactylus,112719,Blattaria,0
1930,Phylodactylus,MCB 1098,Blattaria,0
1931,Phylodactylus,MCB 1099,Blattaria,0
1932,Phylodactylus,MCB 1100,Blattaria,0
1933,Phylodactylus,MCB 1101,Blattaria,0
1934,Phylodactylus,MCB 1102,Blattaria,0
1935,Phylodactylus,MCB 1103,Blattaria,0
1936,Phylodactylus,MCB 1104,Blattaria,0
1937,Phylodactylus,MCB 1105,Blattaria,0
1938,Phylodactylus,MCB 1106,Blattaria,0
1939,Phylodactylus,MCB 1107,Blattaria,0
1940,Phylodactylus,MCB 1108,Blattaria,0
1941,Phylodactylus,MCB 1109,Blattaria,0
1942,Phylodactylus,MCB 1110,Blattaria,0
1943,Phylodactylus,MCB 1111,Blattaria,0
1944,Phylodactylus,MCB 1112,Blattaria,0
1945,Phylodactylus,MCB 1113,Blattaria,0
1946,Phylodactylus,MCB 1114,Blattaria,0
1947,Phylodactylus,MCB 1115,Blattaria,0
1948,Phylodactylus,MCB 1117,Blattaria,0
1949,Phylodactylus,MCB 1118,Blattaria,0
1971,Phylodactylus,12513,Empty,0
1972,Phylodactylus,12514,Empty,0
1973,Phylodactylus,12515,Empty,0
1974,Phylodactylus,12516,Empty,0
1975,Phylodactylus,12517,Empty,0
1976,Phylodactylus,12518,Empty,0
1977,Phylodactylus,12520,Empty,0
1978,Phylodactylus,12521,Empty,0
1979,Phylodactylus,12522,Empty,0
1980,Phylodactylus,12524,Empty,0
1981,Phylodactylus,12525,Empty,0
1983,Phylodactylus,12541,Empty,1
1984,Phylodactylus,12543,Empty,0
1985,Phylodactylus,12544,Empty,0
1986,Phylodactylus,12547,Empty,0
1987,Phylodactylus,12551,Empty,0
1992,Phylodactylus,12582,Empty,0
1993,Phylodactylus,12583,Empty,1
1994,Phylodactylus,12584,Empty,0
2001,Phylodactylus,12615,Empty,0
2002,Phylodactylus,12618,Empty,0
2003,Phylodactylus,12621,Empty,0
2004,Phylodactylus,12622,Empty,0
2005,Phylodactylus,12623,Empty,0
2009,Phylodactylus,12636,Empty,0
2010,Phylodactylus,12637,Empty,0
2011,Phylodactylus,12638,Empty,0
2012,Phylodactylus,12639,Empty,0
2013,Phylodactylus,12640,Empty,0
2014,Phylodactylus,12644,Empty,0
2015,Phylodactylus,12645,Empty,0
2016,Phylodactylus,12646,Empty,0
2017,Phylodactylus,12647,Empty,0
2018,Phylodactylus,12648,Empty,0
2019,Phylodactylus,12649,Empty,0
2020,Phylodactylus,12650,Empty,0
2021,Phylodactylus,12651,Empty,0
2026,Phylodactylus,12673,Empty,0
2029,Phylodactylus,12678,Empty,0
2030,Phylodactylus,12679,Empty,0
2032,Phylodactylus,12689,Empty,0
2039,Phylodactylus,12697,Empty,0
2042,Phylodactylus,12704,Empty,0
2044,Phylodactylus,12706,Empty,0
2046,Phylodactylus,12709,Empty,0
2054,Phylodactylus,112710,Empty,0
2055,Phylodactylus,112714,Empty,0
2056,Phylodactylus,112715,Empty,0
2057,Phylodactylus,112716,Empty,0
2058,Phylodactylus,112717,Empty,0
2059,Phylodactylus,112718,Empty,0
2060,Phylodactylus,112719,Empty,0
2061,Phylodactylus,MCB 1098,Empty,0
2062,Phylodactylus,MCB 1099,Empty,0
2063,Phylodactylus,MCB 1100,Empty,0
2064,Phylodactylus,MCB 1101,Empty,0
2065,Phylodactylus,MCB 1102,Empty,0
2066,Phylodactylus,MCB 1103,Empty,0
2067,Phylodactylus,MCB 1104,Empty,1
2068,Phylodactylus,MCB 1105,Empty,0
2069,Phylodactylus,MCB 1106,Empty,0
2070,Phylodactylus,MCB 1107,Empty,0
2071,Phylodactylus,MCB 1108,Empty,0
2072,Phylodactylus,MCB 1109,Empty,0
2073,Phylodactylus,MCB 1110,Empty,0
2074,Phylodactylus,MCB 1111,Empty,0
2075,Phylodactylus,MCB 1112,Empty,0
2076,Phylodactylus,MCB 1113,Empty,0
2077,Phylodactylus,MCB 1114,Empty,0
2078,Phylodactylus,MCB 1115,Empty,0
2079,Phylodactylus,MCB 1117,Empty,1
2080,Phylodactylus,MCB 1118,Empty,0
2102,Phylodactylus,12513,Ramphotyphlops,0
2103,Phylodactylus,12514,Ramphotyphlops,0
2104,Phylodactylus,12515,Ramphotyphlops,0
2105,Phylodactylus,12516,Ramphotyphlops,0
2106,Phylodactylus,12517,Ramphotyphlops,0
2107,Phylodactylus,12518,Ramphotyphlops,0
2108,Phylodactylus,12520,Ramphotyphlops,0
2109,Phylodactylus,12521,Ramphotyphlops,0
2110,Phylodactylus,12522,Ramphotyphlops,0
2111,Phylodactylus,12524,Ramphotyphlops,0
2112,Phylodactylus,12525,Ramphotyphlops,0
2114,Phylodactylus,12541,Ramphotyphlops,0
2115,Phylodactylus,12543,Ramphotyphlops,0
2116,Phylodactylus,12544,Ramphotyphlops,0
2117,Phylodactylus,12547,Ramphotyphlops,0
2118,Phylodactylus,12551,Ramphotyphlops,0
2123,Phylodactylus,12582,Ramphotyphlops,0
2124,Phylodactylus,12583,Ramphotyphlops,0
2125,Phylodactylus,12584,Ramphotyphlops,0
2132,Phylodactylus,12615,Ramphotyphlops,0
2133,Phylodactylus,12618,Ramphotyphlops,0
2134,Phylodactylus,12621,Ramphotyphlops,0
2135,Phylodactylus,12622,Ramphotyphlops,0
2136,Phylodactylus,12623,Ramphotyphlops,0
2140,Phylodactylus,12636,Ramphotyphlops,0
2141,Phylodactylus,12637,Ramphotyphlops,0
2142,Phylodactylus,12638,Ramphotyphlops,0
2143,Phylodactylus,12639,Ramphotyphlops,0
2144,Phylodactylus,12640,Ramphotyphlops,0
2145,Phylodactylus,12644,Ramphotyphlops,0
2146,Phylodactylus,12645,Ramphotyphlops,0
2147,Phylodactylus,12646,Ramphotyphlops,0
2148,Phylodactylus,12647,Ramphotyphlops,0
2149,Phylodactylus,12648,Ramphotyphlops,0
2150,Phylodactylus,12649,Ramphotyphlops,0
2151,Phylodactylus,12650,Ramphotyphlops,0
2152,Phylodactylus,12651,Ramphotyphlops,0
2157,Phylodactylus,12673,Ramphotyphlops,0
